Cluster,GaiaDR3,RA_ICRS,DE_ICRS,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,Pmemb,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx_x,e_Plx,RPlx,PM,pmRA_x,e_pmRA,pmDE_x,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag_x,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag_x,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag_x,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
NGC_5822,5887451804020682880,227.1695935365,-54.66644183605,1.2403,-7.33,-5.482,17.340618,18.19853,16.41837,1.0,Gaia DR3 5887451804020682880,227.1695935365,-54.66644183605,0.0,0.0,139.0,1636148068921376768,5887451804020682880,102271348,0.0566,0.0579,1.2403,0.0829,14.9591,9.153,-7.33,0.078,-5.482,0.079,-0.1814,-0.1294,-0.1238,-0.0817,-0.1079,-0.0259,-0.0059,-0.165,0.2649,-0.1954,336,0,336,0,0.2628,352.91,0.0,0.0,31,false,1.376,,,,,,,,39,21,0.120118,42,0.006637,6.958,1,0,1.009,0,350,2181.21893,1.68991,1290.73,17.340618,0.002881,32,717.802,7.64653,93.8729,18.19853,0.011898,33,2146.89,14.5667,147.383,16.41837,0.00828,1.313,0,1,0,2,0,1.780161,0.857912,0.922249,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999956,4309.7,4294.2,4340.3,4.5283,4.5016,4.5554,0.0297,-0.0014,0.1045,954.4653,930.2277,993.079,0.8785,0.8539,0.916,0.6422,0.6238,0.6701,0.3416,0.332,0.3561,MARCS,227.16964986387,-54.66641746947,1.24941,1.271864,-0.1893,0.0
NGC_5822,5887342814883656576,227.23773062883,-55.49498021553,1.6135,-7.338,-5.247,20.071627,21.415451,18.777868,0.09,Gaia DR3 5887342814883656576,227.23773062883,-55.49498021553,0.001,0.0,151.0,1636148068921376768,5887342814883656576,1678995839,0.4545,0.4946,1.6135,0.6219,2.5946,9.021,-7.338,0.653,-5.247,0.675,-0.1405,0.2624,0.2039,-0.0556,0.0753,-0.0199,0.6028,0.127,0.102,-0.0585,280,0,280,0,2.3935,379.39,2.131,3.064,95,false,,1.0361,0.1092,0.162,0.049,0.005,0.059,-0.001,33,18,0.997484,33,0.0871,92.87,0,0,1.103,0,264,176.31775,1.17118,150.547,20.071627,0.00772,18,37.0883,5.24714,7.06828,21.415451,0.153632,17,244.349,7.19563,33.958,18.777868,0.032195,1.596,0,1,0,0,0,2.637583,1.343824,1.293758,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999991,,,,,,,,,,,,,,,,,,,,,,,227.23778820461,-55.49495689532,10.372816,10.512991,-0.0574,0.0
NGC_5822,5887402596533105408,226.38710839553,-55.37005386502,1.0127,-8.056,-5.012,18.811039,19.809881,17.780127,0.06,Gaia DR3 5887402596533105408,226.38710839553,-55.37005386502,0.0,0.0,156.0,1636148068921376768,5887402596533105408,797761814,0.1692,0.1864,1.0127,0.2595,3.9025,9.488,-8.056,0.239,-5.012,0.256,-0.105,0.0581,-0.0849,-0.055,-0.012,-0.0596,0.3937,-0.2115,0.0204,-0.1205,352,0,351,1,6.5564,577.56,1.207,5.6233,95,false,,1.3742,0.0508,-0.022,0.082,-0.071,-0.026,0.098,41,20,0.373189,46,0.004006,122.2,0,0,1.259,0,376,563.02961,1.19146,472.556,18.811039,0.003588,44,162.729,4.537,35.867,19.809881,0.030399,43,612.502,6.46441,94.7499,17.780127,0.012066,1.377,0,0,0,0,0,2.029755,0.998842,1.030912,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,3725.3,3659.2,3835.0,4.6244,4.44,5.0202,-1.5542,-1.8198,-1.136,564.222,490.6282,626.6771,0.5706,0.4692,0.7151,0.4013,0.3291,0.5052,0.2167,0.1775,0.273,PHOENIX,226.38717140331,-55.37003159135,3.834339,4.022611,-0.117,0.0
NGC_5822,5887402635206276992,226.44295466604,-55.3875663076,0.754,-8.484,-4.444,20.185099,21.355974,18.961674,0.05,Gaia DR3 5887402635206276992,226.44295466604,-55.3875663076,0.0,0.0,159.0,1636148068921376768,5887402635206276992,419951582,0.3933,0.4536,0.754,0.6323,1.1925,9.577,-8.484,0.579,-4.444,0.794,-0.1267,0.1687,-0.0646,-0.0441,-0.2224,-0.072,0.574,-0.0897,-0.3198,-0.2197,302,0,302,0,-0.0837,329.09,0.0,0.0,95,false,,1.1452,0.1293,-0.135,0.082,-0.04,0.053,0.032,35,16,1.163705,38,0.01202,56.75,0,0,0.995,0,318,158.82082,0.755991,210.083,20.185099,0.005857,30,39.1767,4.03972,9.69786,21.355974,0.111991,35,206.295,5.58169,36.9592,18.961674,0.029619,1.546,0,0,0,0,0,2.3943,1.170876,1.223425,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,226.44302104771,-55.3875465576,9.298216,12.453622,-0.219,0.0
NGC_5822,5887402665270989824,226.4589487767,-55.37888482491,1.033,-7.255,-5.207,18.349495,19.515112,17.204239,0.52,Gaia DR3 5887402665270989824,226.4589487767,-55.37888482491,0.0,0.0,142.0,1636148068921376768,5887402665270989824,491530085,0.1018,0.107,1.033,0.1591,6.4924,8.93,-7.255,0.147,-5.207,0.157,-0.2132,0.0454,-0.0982,-0.0344,-0.0562,-0.0402,0.2837,-0.2057,0.0085,-0.2547,382,0,379,3,0.9413,418.06,0.0,0.0,31,false,1.3,,,,,,,,44,21,0.237725,47,0.003072,174.7,0,0,1.034,0,398,861.28802,1.29781,663.646,18.349495,0.003204,42,213.487,5.9031,36.1653,19.515112,0.030151,41,1041.03,9.98095,104.302,17.204239,0.011074,1.457,0,13,0,16,0,2.310873,1.165617,1.145256,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99987,3551.9,3519.4,3563.2,4.4194,4.3859,4.4506,-1.0948,-1.1472,-1.0506,538.7471,513.3842,556.5008,0.865,0.81,0.9053,0.5837,0.5456,0.6109,0.3401,0.3184,0.3556,MARCS,226.45900552712,-55.37886168318,2.360341,2.479615,-0.2534,0.0
NGC_5822,5887452285042921600,227.238610299,-54.63072489194,0.7472,-7.427,-5.486,19.36543,20.771765,18.260042,0.15,Gaia DR3 5887452285042921600,227.238610299,-54.63072489194,0.0,0.0,48.0,1636148068921376768,5887452285042921600,1678824245,0.227,0.2263,0.7472,0.3489,2.1417,9.233,-7.427,0.345,-5.486,0.323,0.0347,0.1026,-0.0868,0.0495,-0.0328,0.0592,0.2733,-0.3079,0.2836,0.0487,288,0,287,1,1.8084,365.94,0.976,1.933,95,false,,1.2039,0.0684,-0.089,-0.024,-0.013,0.038,-0.117,34,18,0.485686,37,0.02759,114.1,0,0,1.076,0,309,337.88898,0.936842,360.668,19.36543,0.004081,36,67.0982,4.49799,14.9174,20.771765,0.072837,35,393.678,4.6567,84.5402,18.260042,0.013387,1.364,0,0,0,1,0,2.511723,1.406334,1.105389,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999986,,,,,,,,,,,,,,,,,,,,,,,227.23866732318,-54.63070051025,5.537928,5.116185,0.0444,0.0
NGC_5822,5887401840618713088,226.49439370833,-55.39530704244,0.8322,-7.425,-5.536,18.674137,19.85678,17.536858,0.27,Gaia DR3 5887401840618713088,226.49439370833,-55.39530704244,0.0,0.0,146.0,1636148068921376768,5887401840618713088,947792655,0.1275,0.1397,0.8322,0.2101,3.9607,9.262,-7.425,0.174,-5.536,0.194,-0.2216,0.0818,-0.091,-0.0823,-0.131,-0.0535,0.3522,-0.1756,-0.1274,-0.2003,357,0,355,2,-1.478,326.33,0.0,0.0,31,false,1.303,,,,,,,,42,19,0.287121,45,0.005514,128.5,0,0,0.944,0,372,638.69246,1.17234,544.803,18.674137,0.003401,43,155.849,6.09279,25.5793,19.85678,0.042537,38,766.329,8.54914,89.6381,17.536858,0.012688,1.444,0,32,0,28,0,2.319921,1.182642,1.13728,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,4030.7,3892.0,4180.7,4.477,4.2713,4.6925,-1.9637,-2.151,-1.6108,605.97,542.464,675.4782,1.9917,1.7841,2.191,1.3919,1.2397,1.5412,0.7608,0.6764,0.8429,MARCS,226.49445181606,-55.39528243613,2.802727,3.06454,-0.1965,0.0
NGC_5822,5887450738855259264,226.92409530518,-54.74596380909,1.1572,-7.241,-5.705,20.467827,21.168646,19.12746,0.06,Gaia DR3 5887450738855259264,226.92409530518,-54.74596380909,0.001,0.0,73.0,1636148068921376768,5887450738855259264,18437645,0.5935,0.5069,1.1572,0.8355,1.385,9.219,-7.241,0.912,-5.705,0.808,0.1031,0.1564,-0.2401,-0.1273,-0.0082,-0.1328,0.1145,-0.4728,-0.3384,0.2381,235,0,235,0,-0.0017,243.57,0.0,0.0,95,false,,1.4382,0.1795,0.012,0.264,0.198,-0.268,-0.312,27,16,1.390533,29,0.02049,32.76,0,0,0.998,0,252,122.40965,0.805666,151.936,20.467827,0.007659,21,46.5542,4.24263,10.9729,21.168646,0.098986,25,177.082,5.79738,30.5452,19.12746,0.035746,1.827,0,21,0,25,0,2.041185,0.700819,1.340366,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,226.92415105935,-54.74593845167,14.750488,12.886809,0.247,0.0
NGC_5822,5887405242237733632,226.56158476593,-55.24817982686,1.5115,-7.508,-6.638,19.674105,20.815231,18.53286,0.05,Gaia DR3 5887405242237733632,226.56158476593,-55.24817982686,0.0,0.0,160.0,1636148068921376768,5887405242237733632,1419861681,0.2911,0.418,1.5115,0.5002,3.0217,10.022,-7.508,0.398,-6.638,0.659,-0.3184,0.1831,0.0679,-0.2586,-0.378,-0.2147,0.7232,0.0507,-0.4003,-0.2798,292,0,291,1,-0.3537,292.7,0.0,0.0,95,false,,1.3123,0.0821,-0.025,0.129,-0.16,-0.065,0.182,35,17,0.995766,38,0.02683,121.2,0,0,0.984,0,316,254.27588,0.931,273.121,19.674105,0.004837,34,64.4651,4.35672,14.7967,20.815231,0.07343,31,306.206,6.84206,44.7535,18.53286,0.024553,1.458,0,1,0,1,0,2.282372,1.141127,1.141245,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999985,,,,,,,,,,,,,,,,,,,,,,,226.56164330863,-55.24815032247,6.353129,10.238681,-0.2681,0.0
NGC_5822,5887455171264015360,226.59255093813,-54.82740575844,1.1292,-7.355,-4.625,19.647875,20.964933,18.671886,0.06,Gaia DR3 5887455171264015360,226.59255093813,-54.82740575844,0.0,0.0,168.0,1636148068921376768,5887455171264015360,1166608739,0.269,0.3558,1.1292,0.4859,2.3238,8.689,-7.355,0.39,-4.625,0.568,-0.1303,0.1812,-0.0405,-0.1458,-0.4984,-0.0979,0.6027,-0.0947,-0.4723,-0.1184,274,0,272,2,0.5465,296.78,0.416,0.21202,95,false,,1.2904,0.089,-0.178,0.341,-0.339,-0.091,0.178,32,17,0.842102,34,0.03651,143.9,0,0,1.023,0,287,260.49329,0.968365,269.003,19.647875,0.004887,28,56.1621,3.59854,15.6069,20.964933,0.069624,29,269.404,7.32111,36.7982,18.671886,0.029746,1.25,0,0,0,0,0,2.293047,1.317059,0.975988,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,,,,,,,,,,,,,,,,,,,,,,,226.59260768829,-54.82738520248,6.261091,8.876691,-0.1108,0.0
NGC_5822,5887350167866843904,226.69257306926,-55.54009018632,0.9996,-7.845,-5.073,19.596127,21.047152,18.349985,0.11,Gaia DR3 5887350167866843904,226.69257306926,-55.54009018632,0.0,0.0,162.0,1636148068921376768,5887350167866843904,931668185,0.2869,0.3925,0.9996,0.459,2.1779,9.342,-7.845,0.427,-5.073,0.634,-0.2318,-0.0954,0.1582,-0.1744,-0.1837,-0.2304,0.5427,0.0644,-0.1916,-0.318,283,0,281,2,2.5563,407.13,1.537,3.8721,95,false,,1.0502,0.0829,0.036,0.058,-0.075,-0.142,-0.014,33,18,0.940204,36,0.03208,13.62,0,0,1.11,0,307,273.20983,1.04712,260.917,19.596127,0.004991,32,52.0663,5.06814,10.2733,21.047152,0.105723,35,362.38,7.82865,46.2889,18.349985,0.023758,1.517,0,19,0,21,0,2.697166,1.451025,1.246141,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,226.69263468941,-55.54006763961,6.794488,9.931244,-0.3102,0.0
NGC_5822,5887408510721210240,226.46855678339,-55.20194900206,0.9885,-7.814,-5.557,19.603094,21.06377,18.450006,0.17,Gaia DR3 5887408510721210240,226.46855678339,-55.20194900206,0.0,0.0,151.0,1636148068921376768,5887408510721210240,576399919,0.289,0.3327,0.9885,0.4468,2.2126,9.588,-7.814,0.424,-5.557,0.533,-0.2271,0.1492,0.0289,-0.1883,-0.182,-0.2282,0.5943,0.0348,-0.336,-0.3273,293,0,292,1,0.8889,329.22,0.805,0.83535,95,false,,1.2793,0.0813,0.038,0.14,-0.171,-0.052,0.148,34,17,0.81863,37,0.01401,59.41,0,0,1.036,0,311,271.46205,0.948481,286.207,19.603094,0.004689,30,51.2753,4.64603,11.0364,21.06377,0.098418,34,330.488,4.87414,67.8043,18.450006,0.016453,1.406,0,0,0,0,0,2.613764,1.460676,1.153088,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999994,,,,,,,,,,,,,,,,,,,,,,,226.4686176383,-55.20192430566,6.785194,8.332794,-0.3181,0.0
NGC_5822,5887350786383690112,226.79656981575,-55.52432546603,1.0242,-7.84,-5.754,19.701012,20.737177,18.53504,0.08,Gaia DR3 5887350786383690112,226.79656981575,-55.52432546603,0.0,0.0,158.0,1636148068921376768,5887350786383690112,46611108,0.2881,0.371,1.0242,0.4611,2.221,9.725,-7.84,0.421,-5.754,0.612,-0.2427,-0.0993,0.1029,-0.0984,-0.1599,-0.191,0.545,0.0957,-0.3055,-0.3392,307,0,306,1,0.4632,354.63,1.183,1.512,95,false,,1.1556,0.0773,0.021,0.096,-0.111,-0.12,-0.015,36,18,0.913577,40,0.01022,24.13,0,0,1.018,0,332,248.05174,1.40464,176.595,19.701012,0.006737,20,69.2702,11.0551,6.26588,20.737177,0.1733,22,305.592,6.99073,43.7139,18.53504,0.025123,1.511,0,1,0,1,0,2.202137,1.036165,1.165972,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,226.79663137171,-55.52429989322,6.714966,9.591635,-0.336,0.0
NGC_5822,5887458091841267968,226.7552535726,-54.64622709169,1.1116,-7.216,-5.572,19.56037,21.095337,18.35989,0.33,Gaia DR3 5887458091841267968,226.7552535726,-54.64622709169,0.0,0.0,160.0,1636148068921376768,5887458091841267968,1453140918,0.2461,0.2584,1.1116,0.3455,3.2171,9.117,-7.216,0.366,-5.572,0.36,-0.041,0.0564,0.1013,-0.0118,0.0075,-0.0142,0.477,-0.2729,0.0883,-0.0564,327,0,326,1,1.1705,396.54,0.707,0.81315,95,false,,1.1844,0.0706,-0.052,0.076,0.003,0.06,-0.074,37,19,0.529185,40,0.006764,120.7,0,0,1.046,0,350,282.35719,0.941121,300.022,19.56037,0.004548,20,49.8061,6.04629,8.23746,21.095337,0.131834,21,359.089,5.83421,61.5489,18.35989,0.018041,1.448,0,0,0,0,0,2.735447,1.534967,1.20048,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999975,,,,,,,,,,,,,,,,,,,,,,,226.75530899669,-54.64620232803,5.82889,5.642321,-0.0567,0.0
NGC_5822,5887350923822659840,226.80964277116,-55.49777363376,1.1471,-7.557,-4.646,17.3666,18.185366,16.437063,0.13,Gaia DR3 5887350923822659840,226.80964277116,-55.49777363376,0.0,0.0,152.0,1636148068921376768,5887350923822659840,924819143,0.065,0.0813,1.1471,0.0987,11.627,8.871,-7.557,0.089,-4.646,0.127,-0.3389,-0.0831,0.0492,-0.2386,-0.1516,-0.3013,0.5684,0.0468,-0.2684,-0.4169,344,0,343,1,1.6562,400.09,0.302,2.0288,31,false,1.376,,,,,,,,40,19,0.194394,42,0.01782,64.08,0,0,1.063,0,334,2129.64334,1.91413,1112.59,17.3666,0.002923,36,726.558,7.29802,99.5555,18.185366,0.011257,36,2110.24,11.6517,181.111,16.437063,0.007087,1.332,0,36,0,36,0,1.748302,0.818766,0.929537,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999954,4179.2,4083.9,4391.8,4.7222,4.6696,4.7495,-0.4576,-0.5442,-0.1094,668.722,621.1513,794.6011,0.6716,0.5303,0.8446,0.4901,0.385,0.619,0.2623,0.2063,0.33,PHOENIX,226.80970206849,-55.49775298696,1.418922,1.983414,-0.4039,0.0
NGC_5822,5887458126202667776,226.77191027997,-54.62931515466,1.0571,-8.25,-5.395,20.585003,21.476542,19.45084,0.05,Gaia DR3 5887458126202667776,226.77191027997,-54.62931515466,0.001,0.001,146.0,1636148068921376768,5887458126202667776,769905970,0.6181,0.6237,1.0571,0.8594,1.2299,9.857,-8.25,0.979,-5.395,1.055,-0.0228,-0.0365,0.1759,0.0403,-0.1939,0.0327,0.274,-0.3314,0.1496,-0.23,253,0,253,0,1.136,313.4,2.138,1.3274,95,false,,1.0457,0.2056,-0.08,0.186,-0.05,-0.049,-0.228,29,17,1.582736,31,0.01169,142.9,0,0,1.05,0,262,109.88675,0.834268,131.716,20.585003,0.008691,18,35.0591,5.89088,5.95142,21.476542,0.182455,28,131.469,8.49014,15.4849,19.45084,0.070218,1.515,0,1,0,0,0,2.025702,0.891539,1.134163,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,226.77197361903,-54.62929117603,15.562464,16.717395,-0.2365,0.0
NGC_5822,5887458263640591872,226.53626098797,-54.78791091765,0.9554,-7.196,-5.823,20.331465,21.39615,18.980812,0.06,Gaia DR3 5887458263640591872,226.53626098797,-54.78791091765,0.001,0.0,1.0,1636148068921376768,5887458263640591872,117362633,0.4942,0.5848,0.9554,0.7686,1.243,9.257,-7.196,0.685,-5.823,0.963,0.0082,0.2945,-0.0751,-0.0709,-0.1407,-0.058,0.5764,-0.1916,-0.1683,0.0309,241,0,241,0,1.2764,279.91,0.819,0.29695,95,false,,1.4686,0.1441,-0.045,0.17,-0.123,-0.154,-0.079,28,15,1.383628,30,0.01782,140.2,0,0,1.058,0,256,138.79097,0.873544,158.883,20.331465,0.007368,14,37.7535,5.46808,6.90434,21.39615,0.157279,14,202.691,10.7239,18.9007,18.980812,0.057568,1.732,0,0,0,0,0,2.415339,1.064686,1.350653,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,226.53631645258,-54.78788503861,11.006608,15.082372,0.037,0.0
NGC_5822,5887408751240332288,226.36631307858,-55.22799962731,1.0059,-7.128,-5.424,20.175907,21.410608,19.027855,0.1,Gaia DR3 5887408751240332288,226.36631307858,-55.22799962731,0.0,0.0,117.0,1636148068921376768,5887408751240332288,241701357,0.383,0.3741,1.0059,0.5768,1.7438,8.957,-7.128,0.564,-5.424,0.539,-0.0334,0.0864,-0.0455,0.0754,0.0703,0.0329,0.225,-0.2201,0.0413,-0.1275,307,0,304,3,-0.3178,306.34,0.0,0.0,95,false,,1.4064,0.1175,0.064,0.148,-0.059,-0.003,0.016,35,17,0.818915,38,0.00704,81.21,0,0,0.986,0,328,160.17114,0.784304,204.221,20.175907,0.005988,29,37.2541,4.81317,7.74002,21.410608,0.140303,36,194.096,6.08831,31.8801,19.027855,0.034266,1.444,0,0,0,0,0,2.382753,1.234701,1.148052,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,226.36636862884,-55.22797551945,9.045703,8.551563,-0.133,0.0
NGC_5822,5887457713883981440,226.78127994182,-54.6871603985,0.8317,-8.01,-6.31,19.542587,20.450315,18.414623,0.05,Gaia DR3 5887457713883981440,226.78127994182,-54.6871603985,0.0,0.0,164.0,1636148068921376768,5887457713883981440,1384248703,0.2321,0.2441,0.8317,0.3369,2.4688,10.197,-8.01,0.335,-6.31,0.349,-0.032,0.1156,-0.026,-0.0362,-0.06,-0.0336,0.3944,-0.2784,-0.0083,-0.0453,324,0,321,3,0.8622,352.18,0.527,0.42251,95,false,,1.4041,0.0694,-0.074,0.104,0.035,0.011,-0.1,37,18,0.498581,40,0.02361,116.4,0,0,1.033,0,337,287.0198,0.981415,292.455,19.542587,0.004623,34,90.2175,6.33542,14.2402,20.450315,0.076296,33,341.436,12.5561,27.1928,18.414623,0.040106,1.504,0,21,0,20,0,2.035692,0.907728,1.127964,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,226.78134153095,-54.68713235376,5.377613,5.497291,-0.043,0.0
NGC_5822,5887458328033071360,226.58342390772,-54.78238413663,1.4311,-7.45,-5.705,17.689848,18.677368,16.761032,0.73,Gaia DR3 5887458328033071360,226.58342390772,-54.78238413663,0.0,0.0,150.0,1636148068921376768,5887458328033071360,1461804948,0.0681,0.0851,1.4311,0.1171,12.2194,9.384,-7.45,0.098,-5.705,0.136,-0.3735,0.1408,0.1295,-0.2969,-0.2616,-0.3148,0.5161,0.1711,-0.4259,-0.4406,369,0,368,1,1.0946,410.95,0.0,0.0,31,false,1.352,,,,,,,,42,19,0.211858,44,0.009914,15.69,0,0,1.04,0,360,1581.27611,1.65344,956.354,17.689848,0.00298,34,461.817,5.48159,84.2487,18.677368,0.013186,34,1565.83,6.76464,231.473,16.761032,0.006024,1.282,0,0,0,0,0,1.916336,0.98752,0.928816,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999942,4197.3,3827.9,4217.6,4.6904,4.6799,4.8298,-0.0446,-0.6854,-8.0E-4,780.0026,506.0999,795.7985,0.815,0.4805,0.8596,0.5841,0.3406,0.6164,0.3166,0.185,0.3337,PHOENIX,226.58348132665,-54.78235878103,1.554449,2.132823,-0.4263,0.0
NGC_5822,5887458465472043904,226.52296230288,-54.78008348408,1.2246,-7.182,-6.304,19.09634,20.12002,18.02841,0.07,Gaia DR3 5887458465472043904,226.52296230288,-54.78008348408,0.0,0.0,155.0,1636148068921376768,5887458465472043904,387446475,0.2234,0.256,1.2246,0.3752,3.2634,9.556,-7.182,0.324,-6.304,0.397,-0.1581,0.112,-0.0164,-0.0875,-0.023,-0.0767,0.2656,-0.003,-0.1936,-0.1892,339,0,337,2,9.646,676.46,1.945,10.778,31,false,1.32,,,,,,,,39,18,0.572715,41,0.05567,96.48,1,0,1.396,0,350,432.92269,1.22047,354.718,19.09634,0.004118,38,122.295,4.46048,27.4175,20.12002,0.039698,38,487.298,6.86886,70.9431,18.02841,0.015764,1.408,0,0,0,1,0,2.09161,1.02368,1.06793,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,226.52301765288,-54.78005546826,5.184851,6.291807,-0.1841,0.0
